titre,date
"La Gendarmerie Nationale annonce être également sur la piste d’Emule, Kazaa et Limewire « On les aura ces salopards »",2016-11-28
François Hollande annonce la grâce présidentielle pour Zoneteleargement.com et regagne 10 points dans les sondages,2016-11-28
La plus grande fierté de la justice Française depuis la mise au bûcher de Jeanne d’Arc et la décapitation de Marie-Antoinette: la fermeture du site « Zone Téléchargement »,2016-11-28
La Gendarmerie annonce qu’elle arrêtera toute personne qui prouvera qu’elle utilisait ZoneTéléchargement,2016-11-28
"[Vraie info] Le site ZoneTéléchargement est à nouveau en ligne via un site miroir, découvrez l’adresse ici ;-)",2016-11-28
"Pascal Bataille avoue « Je suis Bashar-el-Assad », le vrai est mort en 2013.",2016-11-28
Alain Juppé signale la radicalisation de François Fillon via stop-djihadisme,2016-11-28
Honteux : Les raviolis chinois menacés d’extinction à cause de leur surconsommation,2016-11-28
"Putain, les gens. Enfin, ces gens. Bordel. Et on vit en démocratie, donc ils votent. Ils décident pour nous tous. Merde.",2016-11-28
Fusion de la NVA et du VB : Bart de Wever leader suprême de la NVBA,2016-11-29
Le taux de chômage a baissé de 40% depuis la fermeture de HD Stream hds.to,2016-11-29
ALERTE : Johnny Hallyday est décédé,2016-11-30
Vraie info: Johnny est mort.,2016-11-30
"Face à la censure demandée par les catholiques, les créateurs de Sausage Party annoncent la suite « Boudin et son cousin »",2016-11-30
"Sylvain Durif candidat aux présidentielles de 2017 : « Après un président comique, un président cosmique »",2016-11-30
Daesh revendique la réouverture de Zone Téléchargement !,2016-11-30
"Suite au Kazakhgate, Bernard Arnault ( LVMH ) porte plainte contre la Belgique pour discrimination",2016-11-30
La Commission d’enquête du Kazakhgate ou comment la Majorité à la Chambre se rend coupable de corruption sur délit d’initiés.,2016-11-30
"En raison des températures rigoureuses, le gouvernement annonce son plan « Vendredi Raclette »",2016-12-01
L’ONU agit enfin dans la crise au Yemen: Un convoi humanitaire de Likes est arrivé à Alep.,2016-12-02
Primaires de la gauche: Lionel Jospin en tête des sondages devant Manuel Valls,2016-12-02
Plus grand mannequin Mannequin Challenge du monde à Alep – Des centaines de milliers qui ne bougent plus depuis des années (vidéo live),2016-12-02
Maggie s’attaque aux bisous magiques,2016-12-02
Maggie De BlockZilla: le clip vidéo qui va vous faire saigner les yeux et les oreilles (vidéo),2016-12-02
Maggie De Block remet les malades de longue durée au travail – 3 morts et des dizaines de blessés,2016-12-02
François Hollande dans la prochaine saison de « Danse avec les Stars »,2016-12-03
Ces catholiques qui prônent la famille traditionnelle alors que Jesus avait deux papas,2016-12-03
Daesh revendique la mort du père Noël. RIP en paix petit Papa Noel !,2016-12-04
Idée cadeau : Cette artiste réalise de magnifique portraits à partir de vos photos,2016-12-04
Marsault est mort (Le,2016-12-04
Lettre ouverte de Marc Dutroux à Génération Identitaire « Les migrants n’ont pas le monopole du viol »,2016-12-04
Les élèves français parmi les meilleurs d’Europe……..en français !,2016-12-04
La moitié des participants du Vendée Globe pense que ça s’écrit « Vent des Globes »,2016-12-04
Top 32 des meilleures perles de JT belge. On vit vraiment dans un monde formidable.,2016-12-04
Il écrit « j’espère que Valls va valser » et devient auteur de discours pour Jean-François Copé,2016-12-05
"Le malaise du jour: Le petit roi de la Punchline dans TPMP. Attention, 90% des gens n’arrivent pas à tenir 10 secondes (vidéo)",2016-12-05
"Manuel Valls : « Si F. Fillon ou M. Le Pen est élu Président, je prolongerai l’état d’urgence »",2016-12-05
L’amiral hospitalisé pour une embolie pulmonaire « Il est entre la vie et la mort »,2016-12-05
"Pour les fêtes de fin d’année, Denis Ducarme, délivre à tous les Hennuyers une carte de stationnement aux personnes handicapées",2016-12-05
Le chef de l’Etat Islamique trouve que les supporters du Standard ont un peu abusé,2016-12-05
[Vraie info] L’autre procès du groupe qui détient Sudpresse (Rossel) contre une parodie a lieu ce vendredi,2016-12-06
Nabilla en direct à la TV: « J’ai giflé cet enfant quand il a dit Calendrier de la vent et lui ai dit que c’était calendrier du vent »,2016-12-06
Révélation d’un grand complot: Marine Le Pen serait Gilbert Montagné depuis le début,2016-12-06
FLASH – Les Barakis de Belgique obtiennent leur indépendance après un « Coup des tas »,2016-12-06
Leonarda effondrée après l’annonce du 3ème jour de circulation alternée « 2 fois moins de pares-brises à nettoyer ».,2016-12-06
Alerte : Un gang de barbus aux intentions douteuses sévit actuellement dans les magasins,2016-12-06
Ils croyaient regarder Harry Potter sur TF1 mais ne se rappelaient pas de la scène où Voldemort est au journal télévisé.,2016-12-07
Marion Le Pen – « Les migrants sont responsables de la pollution à cause de…,2016-12-07
Il surnomme Ségolène Royal « la fidèle de Castro » et devient administrateur du compte Twitter de Laurent Ruquier,2016-12-07
Michel Polnareff porte plainte contre Bernadette Chirac pour utilisation de son image,2016-12-07
Snowden: « La NSA peut vous espionner même si votre téléphone est éteint et sans batterie »,2016-12-08
Daniel Conver­sano est décédé de ses blessures (vidéo violente avec Soral),2016-12-08
"Afin de soutenir la Belgique, Sarkozy décide de devenir transsexuel avant la Noël",2016-12-08
"[Vraie info] Fabuleux, une école supérieure organise un concours de Saint-Nicolas et regardez les gagnants…. :D",2016-12-08
La candidature du Christ Cosmique Sylvain Durif n’était qu’un canular pour Nordpresse (On vous a encore eus les journalistes),2016-12-08
Charles Michel a tranché : Interdiction de nommer les Cougnous  » Cougnoles « ,2016-12-08
Bashar-el-Assad trouve que Théo Francken est « inhumain » et doit être sanctionné,2016-12-09
Jerôme Cahuzac se présente à présidence de la République (pour échapper à la prison?),2016-12-09
Complot: Comment les Pierrafeu pouvaient-ils fêter Noël avant la naissance de Jésus ? (Analyse crypto-maçonnique),2016-12-09
Idée cadeau : Transformez votre femme en Little Pony,2016-12-09
Enfin la vérité sur la disparition du nez du Sphinx (Analyse),2016-12-10
Exclusif: Le Prince Laurent n’était qu’un personnage inventé par Éric De Staercke,2016-12-11
La Candidature de Francois Fillon annulée par la loi de séparation des Eglises et de l’Etat,2016-12-11
Jean-Luc Mélanchon accède au pouvoir grâce au côté obscur de la force,2016-12-12
Visa des Syriens : Erdogan trouve salissante sa comparaison d’avec la NVA,2016-12-12
"Sylvain Durif, le grand Monarque, menace Nordpresse d’attaque en justice (Vraie info WTF)",2016-12-12
"Le cougar n’est pas officiellement éteint, une nouvelle sous espèce a été retrouvée en Ardenne",2016-12-13
"Pour faire baisser le nombre d’actes pédophiles, le gouvernement envisage de faire passer l’âge de la majorité de 18 à 9 ans",2016-12-13
Les Transports en commun obligeront dorénavant les navetteurs à se laver pour pouvoir les emprunter,2016-12-13
[Vraie info] Quand l’extrême droite belge (Parti Populaire) s’invente un institut de sondage pour montrer ses scores formidables,2016-12-14
"Découvrant la Tour Eiffel éteinte à Paris, Bashar-el-Assad quitte le pouvoir et met fin à la guerre en Syrie.",2016-12-14
"Face à une question sur Alep, Julien Lepers rappelle qu’il a été viré comme un malpropre il y a tout juste un an et que personne n’en parle",2016-12-14
Il porte plainte contre les supermarchés Auchan pour « tromperie sur le produit » à propos des savons d’Alep,2016-12-14
L’Etat Islamique félicite Bashar-el-Assad pour son spectaculaire travail sur Alep,2016-12-15
"Lille, un chômeur de longue durée se convertit à l’islam et trouve un CDI en 12 heures",2016-12-15
Top 10 des raisons de ne pas trop en vouloir à Bashar El-Assad – Il a des circonstances atténuantes !,2016-12-15
"Marre de la Syrie ? Rassurez-vous, dans quelques jours c’est Noël et on pourra s’en battre les couilles",2016-12-15
Les derniers Syriens d’Alep saluent le courage de la Belgique et de la France qui ont éteint une place et une tour.,2016-12-15
Manuel Valls veut supprimer le 49-3 ,2016-12-15
"Découvrant la Grand Place éteinte à Bruxelles pendant 30 MINUTES (!), Bashar-el-Assad quitte le pouvoir et met fin à la guerre en Syrie.",2016-12-15
"[Vraie info] Merde, Pascal Legitimus a fait un rap de Noël. Et c’est très, très génant",2016-12-15
"Primaires de la droite: Jean-François Copé soupçonné de piratage pour avoir atteint les 0,3%",2016-12-15
Le CIO rejette la candidature d’Alep pour les JO de 2024,2016-12-15
"En France il y aurait 1,88 enfants par Famille, soit 1 enfant sur 2 qui ne serait pas fini",2016-12-16
Les diététiciens sont formels: « Le régime de Damas ferait bien plus de dégâts que les autres »,2016-12-16
"En représailles à leur défaite en Syrie, DAESH commet un attentat à la dynamite en Belgique.",2016-12-16
"Il dit à une femme dans la rue  » Hey, tu suces bébé ? », elle tombe amoureuse et l’épouse.",2016-12-16
Zaz se lavera les cheveux ce soir pour montrer son soutien aux habitants d’Alep,2016-12-16
Emmanuel Macron envoie Pascal le grand-frère en Syrie pour remettre Bachar Al-Assad dans le droit chemin,2016-12-16
Découvrez le nouveau tube de Gilles Dor: »Liberté Egalité Fraternité Sodomisé »,2016-12-17
"Théo Francken rétrogradé : « il sera toujours secrétaire d’état à l’asile, mais psychiatrique seulement » selon Charles Michel",2016-12-17
"[Edito] En voulant limiter la diffusion des fausses infos, Facebook vient d’ouvrir la boîte de pandore de la censure totale. Et tout le monde trouve ça formidable.",2016-12-17
Marine le Pen accepte enfin que les femmes musulmanes mettent les voiles : « Et le plus loin possible »,2016-12-17
Pacte d’excellence : les élèves du professionnel devront apprendre le portugais,2016-12-17
"Sylvain Durif activement recherché par la CIA, c’est la nouvelle révélation d’Edward Snowden !",2016-12-18
"Pour se mettre à la page, le Dalaï-lama se transforme en Dalaï-Licorne",2016-12-18
"Le Père Noël est mort, pas de cadeaux cette année",2016-12-19
"Indigné, Francois Hollande supprime Bashar-el-Assad et Poutine de son Facebook",2016-12-20
Attentat de Berlin: La famille du tueur de Nice porte plainte pour plagiat,2016-12-20
L’archiduc d’Autriche vient d’être abattu en pleine rue. Une guerre mondiale pourrait commencer.,2016-12-20
Barcelone: Jean-Marie Le Pen veut renvoyer toutes les camionnettes en Camionie ,2016-12-20
L’idée d’Henri Guaino adoptée : des lance-roquettes à l’entrée des marchés de Noël en France,2016-12-20
Alep : Déjà 50 000 T-shirt « je suis Berlin » vendus,2016-12-20
Sudpresse débouté ! Le premier jugement de l’affaire Sudpresse VS Nordpresse est tombé.,2016-12-20
BFM TV en perte d’audiences et de crédibilité supplie les organisations terroristes de se renouveler,2016-12-20
Le jeu « dis Camion » dérape au marché de Noël de Berlin,2016-12-20
Le jury de Miss France 2017 accusé de discrimination par SOS Racisme !,2016-12-21
Attentat à Berlin : l’auteur pensait jouer à GTA en réalité virtuelle,2016-12-21
"Le Dab, signe nazi pour vénérer Donald Trump",2016-12-21
Le spectacle de Kev’ Adams et Dieudonné déjà complet,2016-12-21
Jan Jambon : « Je crois que les terroristes ne sont pas gentils »,2016-12-21
Drame dans le nord de la France : un père de famille massacre ses deux enfants après qu’ils lui aient acheté le DVD du spectacle de Kev Adams et Gad Elmaleh,2016-12-21
Lettre ouverte d’un organisateur d’attentats: « Bordel arrêtez d’oublier vos papiers dans les véhicules »,2016-12-21
"Corentin de Salle n’existe pas, ce n’est qu’un troll inventé par le MR pour énerver les gauchistes",2016-12-21
Les habitants d’Alep décident d’éteindre toutes leurs lumières en hommage aux victimes de l’attentat de Berlin,2016-12-21
Terrorisme: Toutes les personnes qui perdent régulièrement leurs papiers et cartes seront fichés S.,2016-12-22
Enigme démographique : l’âge moyen des habitants d’Alep est de 85 ans mais l’espérance de vie est de 30 ans,2016-12-22
Blackout inévitable cet hiver:  découvrez le plan de délestage et ses conséquences !,2016-12-22
Les commentaires les plus cons du 22 décembre 2016,2016-12-22
Michel Polnareff a eu la vie sauve grâce à un don d’organe de Pascal Obispo,2016-12-22
Drame : La dinde de Noël était enceinte – Vidéo,2016-12-23
Le rappeur Jul se livre sur son terrible passé.,2016-12-23
"Pour consoler la perte des Choeurs de l’Armée Rouge, François Hollande offre Jul à la Russie",2016-12-26
Michel Sardou est décédé,2016-12-26
Super Nanny envoyée auprès de Daesh,2016-12-26
George Michael est vraiment mort. Nordpresse n’y est pour rien ce coup-ci.,2016-12-26
"Eric Zemmour voudrait instaurer un quotas de figurants blancs dans les clips de Soprano, Magic System…",2016-12-26
George Michael est mort,2016-12-26
George Michael: Il ecrit « C’etait vraiment son last Christmas » et devient auteur pour Kev Adams,2016-12-26
Méthodes dégueulasses du Groupe Sudpresse: Episode 42: Voler des photos d’accidentées de la route sur Facebook,2016-12-27
Flash : Le Premier Ordre revendique la mort de la Princesse Leia,2016-12-27
"[Alerte actu] Carrie Fisher, connue pour son rôle dans Alien, est décédée",2016-12-27
[Vrais commentaires] Venez lire ces commentaires sur l’annonce immobilière « pas de Noir »,2016-12-27
Pearl Harbor était un coup monté – La flotte Japonaise n’avait pas les ressources pour voler aussi loin en 1941,2016-12-28
V.D.R. Un groupe secret Facebook cacherait les pires malades mentaux de l’humanité,2016-12-28
Les Japonais veulent nous spoiler 2017 !,2016-12-28
"Pascal Sevran est mort, RIP en paix petit ange",2016-12-28
Renaud crée la polémique en chantant « Toujours debout fin 2016 »,2016-12-29
"François Hollande annonce également la grâce de Monique Olivier, la femme de Michel Fourniret, elle aussi battue par son mari",2016-12-29
Daesh revendique la creation du groupe Facebook V.D.R,2016-12-29
Noël: Il jette sa fille au feu pour lui donner une bonne leçon,2016-12-30
Nouvelle réforme en Janvier : Les nains devront travailler à mi-temps,2016-12-30
"Moscou, 3720 homosexuels arrêtés car soupçonnés d’être des espions américains",2016-12-30
Salah Abdeslam élu personnalité française de l’année !,2016-12-30
Comment se débarrasser de ses invités du réveillon ? La méthode infaillible du professeur Connard,2016-12-31
Un SDF assassine deux migrants pour se la couler douce en prison !,2016-12-31
Énorme dérapage de Marine Le Pen lors du concours de drifts annuel de Tourcoing,2016-12-31
Le passage en 2017 annulé : L’an 2016 était tellement pourri que Francois Hollande préfère le recommencer,2016-12-31
Mélenchon veut renvoyer toutes les multinationales en multinationalie,2017-01-01
On peut désormais choisir son sexe/genre sur Facebook.,2017-01-02
Encore du grand Sudpresse qui viole la loi en diffusant des photos de « prétendus voleurs ».,2017-01-02
Les cathos intégristes qui font la messe pour Louis 16 n’ont pas trop aimé les trolls de Nordpresse,2017-01-02
Déjà des dizaines de messages pour remercier Axel Witsel d’utiliser son salaire pour relancer la métallurgie liégeoise.,2017-01-02
"Witsel: « Avec 3 millions d’euros par an, j’avais peur que ma famille se retrouve dans la misère »",2017-01-02
Axel Witsel compte relancer l’industrie métallurgique liégeoise grâce à son salaire en Chine,2017-01-02
Mariah Carey a utilisé le même micro que Will I Am pour l’ouverture de la Fan Zone de l’Euro 2016 (photos de nichons nus),2017-01-02
Les aventures judiciaires de Nordpresse saison 2:  Jean-Marie Le Pen contre Nordpresse,2017-01-02
Hollyweed – Take It Easy se convertit à la livraison de drogues à domicile,2017-01-02
Baptiste le chimiste a mis le feu à toute la plage de Nice.,2017-01-03
Pour éviter les procès Nordpresse lance les premiers articles en 3D pour empêcher Jean-Marie Le Pen de les lire,2017-01-03
Julien Doré contrôlé positif au LSD – Sa reprise de la Javanaise censurée,2017-01-03
Complot:,2017-01-03
La famille Le Pen désire changer de nom après avoir remarqué ça !,2017-01-03
Lutte contre le travail au noir : Les bénévoles devront s’acquitter d’une taxe sur le travail,2017-01-03
Droit à la déconnexion en Belgique : les salariés ne seront pas tenus de répondre au téléphone pendant leurs heures de travail,2017-01-04
La Corée du Nord célèbre la nouvelle année en donnant un feu d’artifice à Pyongyang : 156 morts,2017-01-04
"Paris, il écope de 2 ans de prison pour s’être balladé nu dans son appartement",2017-01-04
Plan Hiver : Les propriétaires de pièces inoccupées devront y héberger des migrants,2017-01-04
"[Vraie info] Ivre, Henry de Lesquen danse sur du Maître Gims (vidéo)",2017-01-05
Le forem subsidie la formation  » ta pouffiasse à domicile »,2017-01-05
"La liste des mises en examen et condamnations au PS, UMP/LR et au FN. La 139ème va vous étonner.",2017-01-05
"Lille, des fèves cochonnes retrouvées dans des galettes des rois halal",2017-01-06
L’Epiphanie annulée : Les Rois Mages se sont fait refouler aux frontières de l’Europe,2017-01-06
Un clochard prend exemple sur Axel Witsel et passe de 3 à 5 euros par jour !,2017-01-06
Dominique Strauss-Kahn réagit au scandale du groupe Facebook Babylone 2.0 : « Pas si grave… »,2017-01-06
Manuel Valls : « J’ai utilisé le 49.3 parce que j’ai été hypnotisé par François Hollande »,2017-01-06
Montrez votre soutien à Marine Le Pen  en faisant le Plastic Bag Challenge 30 minutes,2017-01-07
Alert: Trump just signed the decree: Purge for 12h every year.,2017-01-07
Un agriculteur français invente le premier fromage à base de lait de dinde qu’il nomme « le Morano »,2017-01-08
Manuel Valls nommera Kev Adams Ministre de la Culture s’il est élu en 2017,2017-01-09
BLOG: Les aventures de Nordpresse à Paris #MerciJeanMarieCetaitcool,2017-01-10
Alerte meteo: 11 mètres de neige prévus demain,2017-01-11
Adolf Hitler : « Je suis le meilleur rempart contre le nazisme »,2017-01-11
Alerte neige : 12 mètres prévus pour demain,2017-01-12
Radicalisation de l’hiver: La Belgique prise pour cible! Luc Trullemans de « Racisme et météo » l’affirme,2017-01-12
La sextape de Donald Trump diffusée par Buzzfeed (vidéo),2017-01-12
Les trains de la SNCB seront prochainement pourvus de pneus hiver,2017-01-12
"Mélenchon hacké par la Russie : « Rien de compromettant n’a été trouvé, il est juste chiant »",2017-01-12
"Après BuzzFeed et Trump, Topito détiendrait un scandale sur Manuel Valls et François Hollande",2017-01-12
Cet article est de toute beauté. Et les commentaires de gens qui trouvent ça normal « paske jai payer chere ma 207 tunée »,2017-01-13
Scandale : une lilloise se balade en minijupe et refuse de se faire violer !,2017-01-13
"Complot : TPMP serait l’acronyme parfait de Trump, Poutine, Marine Le Pen",2017-01-13
Santé – Encore un Français devenu Musulman en consommant de la viande Halal,2017-01-14
Un mysterieux artiste a dejà fait cette blague sur 42 agences immobilières en France,2017-01-14
Alerte info : 14 mètres de neige prévus pour demain,2017-01-14
Insolite : ils dégèlent un renard et se font manger par lui !,2017-01-14
99% narriveront pas à résoudre ce problème de maths : allez les génies !,2017-01-15
Christian des 12 coups de midi ouvre un compte aux Îles Caïmans,2017-01-15
Liège : déjà 12 morts dans les émeutes provoquées par le transfert d’Adrien Trebel à Anderlecht,2017-01-15
Il fait un bonhomme de neige et se fait agresser sexuellement (photo non censurée ici),2017-01-15
Primaire à gauche: pic de 7 téléspectateurs en simultané lors du débat sur BFM,2017-01-16
Un ardennais se fait dévorer par un ours polaire,2017-01-16
Etat d’Urgence: Le jeune homme qui a giflé Manuel Valls écope d’une peine de 3 ans de prison ferme,2017-01-17
Miss Belgique piégée par une fausse glace au chocolat,2017-01-17
Le gifleur breton s’explique « J’ai juste voulu faire VALLSer Manuel »,2017-01-17
"Valls entre la vie et la mort après la gifle reçue en Bretagne « On lui donne 49,3% de chance de survie » (vidéo choc)",2017-01-17
"Après Florent Pagny, Michel Polnareff volé à son tour « Mon public a disparu »",2017-01-17
"Florent Pagny : « on m’a volé ma Porsche, mais pas ma liberté de penser. »",2017-01-17
Alerte info: Un Normand a BIFLÉ Manuel Valls,2017-01-18
Daesh revendique l’attentat à la gifle contre Manuel Valls,2017-01-18
Primaire perdue: Qu’est-ce Manuel Valls de Vienne?,2017-01-18
Publifin propose des stages de bonne gouvernance à l’étranger,2017-01-18
"Miss Belgique : « Je n’ai rien contre les noirs, le mien travaille plus que la plupart des Wallons »",2017-01-18
Concours de sosie de Lee Harvey Oswald organisé ce vendredi à Washington !,2017-01-19
[Vraie info] Quand Nordpresse a reçu 12 menaces de plaintes par des Vegans qui ne voulaient pas tuer des poux,2017-01-19
Donald Trump victime d’un AVC pendant son investiture (video),2017-01-20
Le president americain abattu par un sniper,2017-01-20
"François Gemenne, accusateur de Stéphane Moreau « Le Mafieu » a été retrouvé suicidé dans la Meuse avec 3 balles dans la tête",2017-01-20
Trump abandonne la présidence des USA : les 11 raisons de son choix,2017-01-20
Les prêtres en grève dimanche pour dénoncer le travail dominical,2017-01-21
Revenu universel : Stéphane Moreau trouve scandaleux qu’on veuille payer les gens à ne rien faire,2017-01-21
"Les plus incroyables commentaires du site d’extrême droite Suavelos, de véritables malades mentaux.",2017-01-21
USA : il tente de braquer une boutique d’armes à feu à main nue pour ensuite braquer une banque à main armée,2017-01-21
"Manuel Valls à nouveau giflé, cette fois par Benoît Hamon, mais fait un grand sourire pour les journalistes",2017-01-22
Jean-Luc Mélenchon annonce son retrait au profit de Benoît Hamon « Pour faire gagner la gauche » (vidéo),2017-01-22
Madonna : « C’est à cause de gens comme Trump que l’image de la femme est bafouée »,2017-01-22
Donald Trump fait ouvrir toutes les fenêtres de la Maison Blanche « pour aérer un peu »,2017-01-22
Un étudiant s’enfonce un Stabilo dans le rectum sans faire exprès.,2017-01-22
"Emu aux larmes par la Marche des Femmes, Donald Trump démissionne",2017-01-23
Trump avait raison: Voici pourquoi on a l’impression que c’était vide alors que tout était rempli !,2017-01-23
Torture: Le site Internet de la Maison-Blanche se fait arracher les onglets !,2017-01-23
Egalité H/F Interdiction de la masturbation: La gouverneur de l’Alabama fait comme l’avortement,2017-01-24
Chicken?,2017-01-24
"Exclusif: master en communication, il trouve un job le lendemain de sa diplomation!",2017-01-24
Daniel Cohn-Bendit lance une pétition pour soutenir la présidence des Césars de Roman Polanski,2017-01-24
Woody Allen remplacera Roman Polanski à la présidence des Oscars « Le profil est similaire et convient »,2017-01-24
Roman Polanski renonce à présider les Césars après avoir appris que l’actrice de Stranger Things ne sera pas présente,2017-01-24
Nordpresse change de formule et ne fera plus que des faits alternatifs,2017-01-24
"Francois Fillon –  » Ce n’est pas un emploi fictif, je considère juste que la place d’une femme est au foyer ! « ",2017-01-25
La reine d’Angleterre menace Donald Trump sur Twitter… d’envahir les USA.,2017-01-25
L’accent liégeois reconnu comme « calamité » par l’OMS,2017-01-25
"La Gouverneur de l’Oregon interdit la fellation pour cannibalisme, en réponse aux mesures anti-IVG de Donald Trump",2017-01-25
"Alerte INFO: François Fillon mis en examen, Alain Juppé reprend sa candidature.",2017-01-26
"François Fillon à propos de sa femme: « ce n’est pas un emploi fictif, je teste le revenu universel »",2017-01-26
Révélation : Le réchauffement climatique était en fait un « prank » réalisé par IbraTv.,2017-01-26
Emploi fictif: François Fillon aurait employé François Hollande comme Président de la République depuis 2012,2017-01-27
Francois Fillon a divorcé ce matin : « Cette fainéante n’est pas mon épouse »,2017-01-27
Nain Home-Jackeur – La police conseille d’installer des barrières de sécurité dans les maisons.,2017-01-27
"François Fillon : « Je savais pas que c’était ma femme, j’ai rendu service c’est tout »",2017-01-27
Manuel Valls remplacera François Fillon comme candidat de la droite,2017-01-28
Photo d’archive: François Fillon avec ses 5 avocats et son attachée parlementaire,2017-01-28
Trump veut construire un mur à la frontière mexicaine…….. pour empêcher les Américains de fuir,2017-01-28
"L’Etat Islamique annonce sa dissolution : « depuis l’élection de Trump, plus personne ne s’intéresse à nous »",2017-01-28
Fillon renonce à sa candidature: Jean-François Copé le remplace,2017-01-28
La Ministre de l’Education dit « Non » au Pacte d’excellence.,2017-01-28
Enigme : un « pro-life » (anti-avortement) peut-il se féliciter de noyades de migrants sans être incohérent ?,2017-01-28
Thierry Henry rappelé en équipe de France de handball pour la finale du championnat du monde,2017-01-28
Bart Vertenten sur Anderlecht – Standard : « J’ai pas touché mon chèque car ces cons de mauves n’ont pas été foutu de marquer … »,2017-01-29
Manuel Valls utilise le 49.3 pour annuler la primaire « On me l’a imposé mais j’accepte »,2017-01-29
Benoit Hamon condamné à 3 mois de prison pour sa gifle à Manuel Valls,2017-01-29
Defaite de Valls: Le PS découvre que ses électeurs ne sont pas de droite,2017-01-29
Scandale: Emmanuel Macron aurait employé sa femme comme professeur de français il y a une vingtaine d’années,2017-01-29
Top Chef : Philippe Etchebest empoisonné par un candidat !,2017-01-30
Trump : « Les musulmans ne seront plus pris pour cible en dehors des stands de tir »,2017-01-30
Orangina lance son nouveau produit pour le Nord: Orangina à l’orange consanguine,2017-01-30
"Fillon change d’avis : « Même si je suis mis en examen, je m’en fous, je reste candidat ! »",2017-01-30
Exclusif! RER: une solution trouvée!,2017-01-30
Tournée Générale ! Le défi de Février : Ne boire QUE de l’alcool !,2017-01-30
Trump signe le décret validant l’ordre 66 : tous les Jedi sur le sol américain seront exécutés,2017-01-30
Benoît Hamon se retire de la présidentielle pour incarner le capitaine Spock dans le prochain Star Trek,2017-01-30
"Après le mois de février sans alcool, le mois de mars sera « sans eau »",2017-01-31
Alerte: Trump vient de signer le décret: Purge pendant 12h tous les ans.,2017-01-31
Francois Fillon promet des emplois fictifs pour tous ! Benoit Hamon revendique l’idée de ce revenu universel,2017-01-31
Décret anti-immigration: Un avocat amérindien demande que tous les non-natifs rentrent chez eux,2017-01-31
Stéphane Moreau démissionne de Nethys « Ma commune passe avant l’argent »,2017-01-31
Des gens TUENT des imprimantes au bureau (vidéo). Le mystérieux « printing syndrome » gagne du terrain .,2017-01-31
Signez la pétition pour le retrait de Macron en faveur de Jean-Luc Mélenchon !,2017-01-31
Laurette Onkelinx dénonce le ministre de la justice qui « connait très bien » un avocat.,2017-01-31
Donald Trump en passe de signer le décret condamnant les roux au bûcher,2017-01-31
Il écrit « Fillon a du sourcil à se faire » et devient auteur pour Anne Roumanoff,2017-01-31
,2017-01-31
"Marine Le Pen promet de garder quand même quelques musulmans en France,  » juste pour assurer sa postérité « ",2017-02-01
Un Liégeois meurt de la Tournée Minérale : Il pensait qu’il fallait remplacer l’alcool par des Minéraux,2017-02-01
Tournée minérale : le prix de la bière chute de 16% en Belgique,2017-02-01
Pénélope Fillon « J’aurais mieux fait de rester avec Jacques Dutronc »,2017-02-01
Exclusivité Nordpresse : la section liégeoise du PS constituée en intercommunale !,2017-02-01
Francois Fillon :  » Pénélope est la preuve qu’il faut en finir avec l’assistanat « ,2017-02-01
Nouveau scandale pour Fillon: une sextape diffusée sur Pornhub,2017-02-02
Nouvelles révélations: François Fillon aurait rémunéré son cheval comme chauffeur « C’est légal »,2017-02-02
FLASH : Patrick Balkany veut se présenter à la place de François Fillon aux présidentielles,2017-02-02
[Vraie info] Le torchon pro-Poutine Sputnik se fait piéger par un article satirique italien et ensuite joue un double jeu,2017-02-03
"Louvre: Quand il m’a demandé un couteau, je pensais qu’il voulait couper du pain.",2017-02-03
"Les Fillon sont des agents secrets d’International Rescue : voyez les sourcils de Parker, chauffeur de Lady Pénélope !",2017-02-03
"Elena Ferrante, l’auteur mystérieuse aux millions de ventes, serait en fait le pseudonyme de Pénélope Fillon ! « Sa fortune devient incalculable » nous dit le Canard Enchainé.",2017-02-03
"Attaque au couteau à Paris: Le suspect abattu serait Antoine Fillon, qui voulait qu’on cesse de parler de son père",2017-02-03
Attentat au Louvre: La Joconde voilée par un 2ème terroriste toujours en fuite.,2017-02-03
Nicolas Sarkozy sort du silence : « Qui imagine Jacques Chirac mis en examen pendant ses campagnes présidentielles ? »,2017-02-03
« PAS DE TOURNEE SANS CARA » La réponse à la tournée minérale,2017-02-03
Dernière révélation : Le chien des Fillon embauché comme agent de sécurité pendant 10 ans,2017-02-03
Success-story – Il ouvre une école de saut à la perche au Mexique et devient millionnaire en 2 mois,2017-02-04
PenelopeGate: Fillon risque jusqu’à 5 ans de prison avec sourcils,2017-02-04
Aulnay: les policiers n’ont jamais voulu « mettre des bâtons dans les trous » aux jeunes des quartiers,2017-02-05
Exclusif : Mimie Mathy candidate à l‘élection : « je veux représenter la France d’en bas »,2017-02-05
Jean-Marie Le Pen apparaît en hologramme pendant le meeting de Marine Le Pen et appelle à voter Macron,2017-02-05
George Lucas a proposé à Jean-Luc Mélenchon d’incarner en hologramme la Princesse Leia,2017-02-05
26% des Français sont prêts à voter pour l’hologramme de Jean-Luc Mélenchon,2017-02-05
Etrange coincidence… Penelope à l’envers … Benevole ?,2017-02-05
Cette mère de famille gagne 5000€ par mois avec une astuce toute simple !,2017-02-05
Omar Sy change son nom en « Lobster Yes » pour continuer sa carrière aux États-Unis #TrumpEffect,2017-02-05
